"","X.x","refYear","refMonth","period","reporterISO","reporterDesc","partnerISO","partnerDesc","primaryValue","Group","Group_0","Group_1","Group_2","Time_Treated","GDP","EXR","TimeIndex","Time_TreatmentIndex","Time_TreatmentIndex_1","trade","Ltrade","LGDP","After1","After2","UCL","X.y","ReporterDesc","CA","Country","REXR"
"22",22,2014,1,201401,"LUX","Luxembourg","UKR","Ukraine",3230177.271,"Group_2",0,0,1,202203,5.28124450004653,0.0879397285869995,-88,10,-2,0.003230177271,-5.73521826059103,1.6641617707115,0,0,1,263,"Russian Federation",0.163738693522977,"Luxembourg",0.00526940446823479
"23",23,2014,1,201401,"MYS","Malaysia","UKR","Ukraine",14058507.167,"Group_0",1,0,0,0,25.3087853021898,0.395489226125597,-88,1000,1000,0.014058507167,-4.26452757412572,3.23115158060367,0,0,0,275,"Russian Federation",-0.288332028063238,"Malaysia",0.0262521093848958
"24",24,2014,1,201401,"MEX","Mexico","UKR","Ukraine",2292059,"Group_0",1,0,0,0,96.4838336448363,1.58171735198649,-88,1000,1000,0.002292059,-6.07830473875066,4.56937546731421,0,0,0,287,"Russian Federation",-0.484707890287641,"Mexico",0.0810534232808452
"25",25,2014,1,201401,"NLD","Netherlands","UKR","Ukraine",134563203.713,"Group_2",0,0,1,202203,64.764033078752,0.0879397285869995,-88,10,-2,0.134563203713,-2.00572127423444,4.1707504041827,0,0,1,299,"Russian Federation",0.14870048625977,"Netherlands",0.00525074321594417
"26",26,2014,1,201401,"NZL","New Zealand","UKR","Ukraine",437630.635,"Group_2",0,0,1,202203,16.3938492063492,0.1448813616165,-88,10,-2,0.000437630635,-7.73413530245129,2.79690621608857,0,0,1,311,"Russian Federation",0.411892976118097,"New Zealand",0.00160577698640087
"27",27,2014,1,201401,"NOR","Norway","UKR","Ukraine",4664600.024,"Group_2",0,0,1,202203,43.8142500715705,0.737426487321683,-88,10,-2,0.004664600024,-5.36775318812289,3.77995910856927,0,0,1,323,"Russian Federation",0.685877698441373,"Norway",0.0432347374488889
"28",28,2014,1,201401,"PHL","Philippines","UKR","Ukraine",639796,"Group_0",1,0,0,0,15.0429876641835,5.38761992597827,-88,1000,1000,0.000639796,-7.35436118242214,2.71091194667836,0,0,0,335,"Russian Federation",-0.632241626606519,"Philippines",0.449799025131881
"29",29,2014,1,201401,"POL","Poland","UKR","Ukraine",193923031,"Group_2",0,0,1,202203,37.9417640848728,0.367257962126747,-88,10,-2,0.193923031,-1.64029394606657,3.6360524601279,0,0,1,347,"Russian Federation",-0.121327936568785,"Poland",0.0224449876747065
"30",30,2014,1,201401,"PRT","Portugal","UKR","Ukraine",62700046.461,"Group_2",0,0,1,202203,17.2679762301118,0.0879397285869995,-88,10,-2,0.062700046461,-2.76939309033875,2.84885370116413,0,0,1,359,"Russian Federation",-0.229168277624892,"Portugal",0.00524914368003354
"31",31,2014,1,201401,"QAT","Qatar","UKR","Ukraine",1430334.409,"Group_0",1,0,0,0,18.954249030809,0.436141288073878,-88,1000,1000,0.001430334409,-6.54984700960199,2.94202812965585,0,0,0,371,"Russian Federation",0.557859530550043,"Qatar",0.0246794317722242
"32",32,2014,1,201401,"ROU","Romania","UKR","Ukraine",47980940.58,"Group_2",0,0,1,202203,11.999701638966,0.39781288552983,-88,10,-2,0.04798094058,-3.03695141817791,2.4848817860594,0,0,1,392,"Russian Federation",-0.140753869225625,"Romania",0.0241097503155816
"33",33,2014,1,201401,"IND","India","UKR","Ukraine",191381029.805,"Group_0",1,0,0,0,186.043182335139,7.43169758890393,-88,1000,1000,0.191381029805,-1.65348891770183,5.22597880985967,0,0,0,193,"Russian Federation",-0.493948984594422,"India",0.511863284945362
"34",34,2014,1,201401,"SGP","Singapore","UKR","Ukraine",9251609.225,"Group_2",0,0,1,202203,24.8756117534279,0.15240331061577,-88,10,-2,0.009251609225,-4.68295777231861,3.21388787584488,0,0,1,404,"Russian Federation",0.0482439230499593,"Singapore",0.00919456714875646
"35",35,2014,1,201401,"ZAF","South Africa","UKR","Ukraine",21218570.003,"Group_0",1,0,0,0,27.067992507541,1.30013534717148,-88,1000,1000,0.021218570003,-3.85287853718109,3.29835194156859,0,0,0,416,"Russian Federation",0.533591870756255,"South Africa",0.0670819602476562
"36",36,2014,1,201401,"ESP","Spain","UKR","Ukraine",217472740.304,"Group_2",0,0,1,202203,95.7244132355364,0.0879397285869995,-88,10,-2,0.217472740304,-1.52568176824373,4.56147336765574,0,0,1,428,"Russian Federation",0.0284013635291706,"Spain",0.00530459425826853
"37",37,2014,1,201401,"SWE","Sweden","UKR","Ukraine",4315542.726,"Group_2",0,0,1,202203,33.7219939511498,0.776593323671382,-88,10,-2,0.004315542726,-5.44553218576268,3.51815026398177,0,0,1,440,"Russian Federation",0.167079345562265,"Sweden",0.0463079585602757
"38",38,2014,1,201401,"CHE","Switzerland","UKR","Ukraine",13401107.528,"Group_2",0,0,1,202203,56.954932941945,0.108205871432165,-88,10,-2,0.013401107528,-4.31241792409742,4.04226030496456,0,0,1,452,"Russian Federation",-0.0744108769552877,"Switzerland",0.00658020432163522
"39",39,2014,1,201401,"THA","Thailand","UKR","Ukraine",2587378.283,"Group_0",1,0,0,0,34.5004249423936,3.94332187473799,-88,1000,1000,0.002587378283,-5.95711016188356,3.54097164113229,0,0,0,464,"Russian Federation",-0.199634344965099,"Thailand",0.23944225871946
"40",40,2014,1,201401,"TUR","Türkiye","UKR","Ukraine",412431303,"Group_0",1,0,0,0,72.4477563427244,0.265987136029896,-88,1000,1000,0.412431303,-0.885685625258242,4.28286569993277,0,0,0,NA,NA,0,"Turkey",0.0144592906251842
"41",41,2014,1,201401,"EGY","Egypt","UKR","Ukraine",418436528.717,"Group_0",1,0,0,0,32.9210423600931,0.833978128855298,-88,1000,1000,0.418436528717,-0.87123006431338,3.49411203873691,0,0,0,121,"Russian Federation",0.38561599104825,"Egypt",NA
"42",42,2014,1,201401,"GBR","United Kingdom","UKR","Ukraine",67095800.145,"Group_2",0,0,1,202203,253.687104585286,0.0727520990789206,-88,10,-2,0.067095800145,-2.701633827947,5.53610163592941,0,0,1,500,"Russian Federation",0.24803689547232,"United Kingdom",0.00436685068097856
"43",43,2014,1,201401,"USA","USA","UKR","Ukraine",82927265,"Group_1",0,1,0,202105,1411.94806584362,0.119776257950149,-88,0,-2,0.082927265,-2.48979138068423,7.25272563681276,0,0,1,488,"Russian Federation",0.0973056173955641,"USA",0.0169870626563924
"44",44,2014,2,201402,"ARG","Argentina","UKR","Ukraine",218724.89,"Group_0",1,0,0,0,34.7689276828789,0.898526705604005,-87,1000,1000,0.00021872489,-8.42769582788669,3.54872410524736,0,0,0,2,"Russian Federation",0.319529130234251,"Argentina",0.0541867360630389
"45",45,2014,2,201402,"AUS","Australia","UKR","Ukraine",4230517.426,"Group_2",0,0,1,202203,110.610646488782,0.127555977186225,-87,10,-2,0.004230517426,-5.46543097047335,4.70601634565598,0,0,1,14,"Russian Federation",0.65576574695928,"Australia",0.00810780747566616
"46",46,2014,2,201402,"AUT","Austria","UKR","Ukraine",33953432.738,"Group_2",0,0,1,202203,34.250757306199,0.0836771782240459,-87,10,-2,0.033953432738,-3.38276531851302,3.53370867559368,0,0,1,26,"Russian Federation",0.148076323059569,"Austria",0.00496046679438911
"47",47,2014,2,201402,"BEL","Belgium","UKR","Ukraine",13831803.465,"Group_2",0,0,1,202203,41.583066470377,0.0836771782240459,-87,10,-2,0.013831803465,-4.280784739421,3.72769302839688,0,0,1,38,"Russian Federation",-0.125224365590402,"Belgium",0.00504473922110965
"48",48,2014,2,201402,"BRA","Brazil","UKR","Ukraine",7928549,"Group_0",1,0,0,0,192.305573783634,0.272233715467877,-87,1000,1000,0.007928549,-4.83728523611789,5.25908563700897,0,0,0,50,"Russian Federation",0.30415654656369,"Brazil",0.6341772127957
"49",49,2014,2,201402,"CAN","Canada","UKR","Ukraine",5364517.905,"Group_2",0,0,1,202203,142.772335971605,0.126367283492016,-87,10,-2,0.005364517905,-5.22794876621013,4.9612513054492,0,0,1,62,"Russian Federation",0.663680189412661,"Canada",0.0093811202964758
"50",50,2014,2,201402,"CHL","Chile","UKR","Ukraine",317141.47,"Group_0",1,0,0,0,20.5782217350834,63.310351921912,-87,1000,1000,0.00031714147,-8.0561626060367,3.02423331924222,0,0,0,74,"Russian Federation",0.571837669354353,"Chile",2.47674119718954
"51",51,2014,2,201402,"COL","Colombia","UKR","Ukraine",1999086.17,"Group_0",1,0,0,0,31.174960692481,233.109302671132,-87,1000,1000,0.00199908617,-6.21506511783966,3.43961523069862,0,0,0,86,"Russian Federation",0.478304315040901,"Colombia",11.3096107082006
"52",52,2014,2,201402,"CZE","Czechia","UKR","Ukraine",85585166,"Group_1",0,1,0,202105,15.7636371877254,2.29654478746385,-87,0,-2,0.085585166,-2.45824330524417,2.75770584382592,0,0,1,98,"Russian Federation",-0.0724274075683393,"Czechia",0.137941918050074
"53",53,2014,2,201402,"DNK","Denmark","UKR","Ukraine",17295073.792,"Group_2",0,0,1,202203,28.4254344038345,0.624407081871278,-87,10,-2,0.017295073792,-4.05733356993544,3.34728432197662,0,0,1,110,"Russian Federation",-0.229905923545825,"Denmark",0.0375803104873438
"54",54,2014,2,201402,"FIN","Finland","UKR","Ukraine",4263958.908,"Group_2",0,0,1,202203,21.1614595366057,0.0836771782240459,-87,10,-2,0.004263958908,-5.45755722912563,3.05218158082145,0,0,1,134,"Russian Federation",0.278151075770895,"Finland",0.00504171146925143
"55",55,2014,2,201402,"FRA","France","UKR","Ukraine",44099183.86,"Group_2",0,0,1,202203,233.274480144215,0.0836771782240459,-87,10,-2,0.04409918386,-3.12131400327655,5.45221578660711,0,0,1,146,"Russian Federation",0.162863816015071,"France",0.00503111433774765
"56",56,2014,2,201402,"DEU","Germany","UKR","Ukraine",176611648.563,"Group_2",0,0,1,202203,339.539730961668,0.0836771782240459,-87,10,-2,0.176611648563,-1.73380203283466,5.82759096802094,0,0,1,158,"Russian Federation",0.0165475754564184,"Germany",0.00500588307226245
"57",57,2014,2,201402,"GRC","Greece","UKR","Ukraine",12476805.028,"Group_2",0,0,1,202203,18.3771471998642,0.0836771782240459,-87,10,-2,0.012476805028,-4.38388395618813,2.91110789268633,0,0,1,170,"Russian Federation",0.332618457660192,"Greece",0.00505230860075521
"58",58,2014,2,201402,"ISL","Iceland","UKR","Ukraine",67013.178,"Group_2",0,0,1,202203,1.40058358984003,13.0711730349407,-87,10,-2,6.7013178e-05,-9.61062127134641,0.336888999649172,0,0,1,182,"Russian Federation",-0.275659099507561,"Iceland",0.782518454053143
"59",59,2014,2,201402,"IDN","Indonesia","UKR","Ukraine",17305165,"Group_0",1,0,0,0,69.9301743435949,1364.93889657222,-87,1000,1000,0.017305165,-4.05675026712376,4.24749723482857,0,0,0,206,"Russian Federation",-0.282906682377925,"Indonesia",91.5993368502438
"60",60,2014,2,201402,"IRL","Ireland","UKR","Ukraine",8428994.852,"Group_2",0,0,1,202203,21.6356015138817,0.0836771782240459,-87,10,-2,0.008428994852,-4.77607774871558,3.07434017610439,0,0,1,216,"Russian Federation",-0.191097524577913,"Ireland",0.00503111433774765
"61",61,2014,2,201402,"ISR","Israel","UKR","Ukraine",72436000,"Group_0",1,0,0,0,25.5158898631196,0.401835617377787,-87,1000,1000,0.072436,-2.62505186560304,3.23930138998536,0,0,0,228,"Russian Federation",0.231432282370963,"Israel",0.0227307240382968
"62",62,2014,2,201402,"ITA","Italy","UKR","Ukraine",234967773.685,"Group_2",0,0,1,202203,167.045193290848,0.0836771782240459,-87,10,-2,0.234967773685,-1.44830690749692,5.11826439431424,0,0,1,240,"Russian Federation",-0.329267197459713,"Italy",0.00495037428819503
"63",63,2014,2,201402,"JPN","Japan","UKR","Ukraine",106995180.984,"Group_2",0,0,1,202203,414.009994933696,11.6760352493399,-87,10,-2,0.106995180984,-2.23497148306716,6.02589011588582,0,0,1,252,"Russian Federation",-0.199205583123576,"Japan",0.672451197873094
"64",64,2014,2,201402,"KOR","Rep. of Korea","UKR","Ukraine",18109,"Group_2",0,0,1,202203,112.902823891368,122.486667200055,-87,10,-2,1.8109e-05,-10.9191015057051,4.72652748316671,0,0,1,381,"Russian Federation",0.32610784325948,"South Korea",6.94202640272961
"65",65,2014,2,201402,"LUX","Luxembourg","UKR","Ukraine",4333387.041,"Group_2",0,0,1,202203,5.51876528594949,0.0836771782240459,-87,10,-2,0.004333387041,-5.44140581618859,1.70815415518727,0,0,1,264,"Russian Federation",0.202845845558831,"Luxembourg",0.00504675772234847
"66",66,2014,2,201402,"MYS","Malaysia","UKR","Ukraine",11019875.787,"Group_0",1,0,0,0,25.58420007616,0.378461784640706,-87,1000,1000,0.011019875787,-4.50805474691799,3.24197497642375,0,0,0,276,"Russian Federation",-0.0580169532760693,"Malaysia",0.0250561296255303
"67",67,2014,2,201402,"MEX","Mexico","UKR","Ukraine",24555445,"Group_0",1,0,0,0,101.39501239659,1.51886479752203,-87,1000,1000,0.024555445,-3.70682165707318,4.61902390253699,0,0,0,288,"Russian Federation",-0.365270275790748,"Mexico",0.0776130458599731
"68",68,2014,2,201402,"NLD","Netherlands","UKR","Ukraine",71977818.802,"Group_2",0,0,1,202203,71.5130328616647,0.0836771782240459,-87,10,-2,0.071977818802,-2.63139727962451,4.2698797108749,0,0,1,300,"Russian Federation",0.0677313351372578,"Netherlands",0.0049993229432363
"69",69,2014,2,201402,"NZL","New Zealand","UKR","Ukraine",345361.654,"Group_2",0,0,1,202203,16.4427018138085,0.137979906504669,-87,10,-2,0.000345361654,-7.97091841752305,2.79988172003068,0,0,1,312,"Russian Federation",0.213804558062014,"New Zealand",0.00160577698640087
"70",70,2014,2,201402,"NOR","Norway","UKR","Ukraine",5939870.317,"Group_2",0,0,1,202203,43.9366071450768,0.700060577659416,-87,10,-2,0.005939870317,-5.12606797800079,3.78274784834197,0,0,1,324,"Russian Federation",0.74984662250103,"Norway",0.0410358930711914
"71",71,2014,2,201402,"PHL","Philippines","UKR","Ukraine",602354,"Group_0",1,0,0,0,18.9386966285374,5.1282989107451,-87,1000,1000,0.000602354,-7.41466524561604,2.9412072695789,0,0,0,336,"Russian Federation",-0.796349085378817,"Philippines",0.426171644985705
"72",72,2014,2,201402,"POL","Poland","UKR","Ukraine",204876344,"Group_2",0,0,1,202203,41.0537144269601,0.349373078373776,-87,10,-2,0.204876344,-1.58534868184204,3.7148813172363,0,0,1,348,"Russian Federation",-0.0101548348294036,"Poland",0.0212589889062885
"73",73,2014,2,201402,"PRT","Portugal","UKR","Ukraine",37021011.034,"Group_2",0,0,1,202203,18.0758548467877,0.0836771782240459,-87,10,-2,0.037021011034,-3.29626966172889,2.89457706135457,0,0,1,360,"Russian Federation",-0.201621958415607,"Portugal",0.00495542054129207
"74",74,2014,2,201402,"QAT","Qatar","UKR","Ukraine",1700294.788,"Group_0",1,0,0,0,18.1207490921131,0.416214239178887,-87,1000,1000,0.001700294788,-6.37695363824694,2.89705764038468,0,0,0,372,"Russian Federation",0.130171291779992,"Qatar",0.0235645394561821
"75",75,2014,2,201402,"ROU","Romania","UKR","Ukraine",47349945.21,"Group_2",0,0,1,202203,12.489560519455,0.375878661805214,-87,10,-2,0.04734994521,-3.05018961647849,2.52489313692555,0,0,1,393,"Russian Federation",-0.146030339978163,"Romania",0.0227743545174372
"76",76,2014,2,201402,"IND","India","UKR","Ukraine",118369433.291,"Group_0",1,0,0,0,172.836539322198,7.10727960590232,-87,1000,1000,0.118369433291,-2.13394475463445,5.15234628842749,0,0,0,194,"Russian Federation",-0.390919711607488,"India",0.486904440396131
"77",77,2014,2,201402,"SGP","Singapore","UKR","Ukraine",23215033.855,"Group_2",0,0,1,202203,25.3486633070197,0.14473488701695,-87,10,-2,0.023215033855,-3.76295519918696,3.23272599914082,0,0,1,405,"Russian Federation",-0.0425233869919149,"Singapore",0.00868337321957217
"78",78,2014,2,201402,"ZAF","South Africa","UKR","Ukraine",1026873.876,"Group_0",1,0,0,0,28.1849042995327,1.25290601318993,-87,1000,1000,0.001026873876,-6.88123616375642,3.3387865260881,0,0,0,417,"Russian Federation",0.598044656664442,"South Africa",0.0649798863423613
"79",79,2014,2,201402,"ESP","Spain","UKR","Ukraine",176173365.127,"Group_2",0,0,1,202203,106.282620096762,0.0836771782240459,-87,10,-2,0.176173365127,-1.73628673963615,4.66610177336119,0,0,1,429,"Russian Federation",0.136601274964392,"Spain",0.00501395707721772
"80",80,2014,2,201402,"SWE","Sweden","UKR","Ukraine",4886771.364,"Group_2",0,0,1,202203,42.0866618252239,0.74224777405676,-87,10,-2,0.004886771364,-5.32122344631894,3.73973086923629,0,0,1,441,"Russian Federation",0.24528345618102,"Sweden",0.0442608106746528
"81",81,2014,2,201402,"CHE","Switzerland","UKR","Ukraine",8678749.542,"Group_2",0,0,1,202203,59.3245635108007,0.102204798207816,-87,10,-2,0.008678749542,-4.74687782266937,4.08302344470185,0,0,1,453,"Russian Federation",-0.115376461133236,"Switzerland",0.00618207430396144
"82",82,2014,2,201402,"THA","Thailand","UKR","Ukraine",44009472.996,"Group_0",1,0,0,0,34.3521037492741,3.72940073836166,-87,1000,1000,0.044009472996,-3.12335037287296,3.53666326131334,0,0,0,465,"Russian Federation",-0.53486516654919,"Thailand",0.225783140363218
"83",83,2014,2,201402,"TUR","Türkiye","UKR","Ukraine",285181201,"Group_0",1,0,0,0,69.5877508210892,0.252483112548719,-87,1000,1000,0.285181201,-1.25463050776176,4.24258855790175,0,0,0,NA,NA,0,"Turkey",0.013718894898667
"84",84,2014,2,201402,"EGY","Egypt","UKR","Ukraine",203169521.569,"Group_0",1,0,0,0,27.565120423893,0.795979014984398,-87,1000,1000,0.203169521569,-1.59371456680632,3.31655122075668,0,0,0,122,"Russian Federation",0.40233347193561,"Egypt",NA
"85",85,2014,2,201402,"GBR","United Kingdom","UKR","Ukraine",63152958.003,"Group_2",0,0,1,202203,253.370764308897,0.0690128127464539,-87,10,-2,0.063152958003,-2.76219559038003,5.53485388754865,0,0,1,501,"Russian Federation",0.142856716085462,"United Kingdom",0.0041410913562246
"86",86,2014,2,201402,"USA","USA","UKR","Ukraine",42767114,"Group_1",0,1,0,202105,1414.32563786008,0.114297470596976,-87,0,-2,0.042767114,-3.15198583622366,7.2544081154589,0,0,1,489,"Russian Federation",0.151571983803844,"USA",0.0161830945004215
"87",87,2014,3,201403,"ARG","Argentina","UKR","Ukraine",143946.49,"Group_0",1,0,0,0,41.1939130873669,0.7988227111913,-86,1000,1000,0.00014394649,-8.84606892466985,3.71829050484287,0,0,0,3,"Russian Federation",0.139118749087244,"Argentina",0.0527792381922066
"88",88,2014,3,201403,"AUS","Australia","UKR","Ukraine",2923581.16,"Group_2",0,0,1,202203,117.055459744032,0.111046154156293,-86,10,-2,0.00292358116,-5.8349459894888,4.76264783739444,0,0,1,15,"Russian Federation",0.595397472517125,"Australia",0.00773315734606535
"89",89,2014,3,201403,"AUT","Austria","UKR","Ukraine",22235151.141,"Group_2",0,0,1,202203,36.3979906908153,0.0729052222031831,-86,10,-2,0.022235151141,-3.80608085760611,3.5945135723173,0,0,1,27,"Russian Federation",0.288755383938182,"Austria",0.00477936913202751
"90",90,2014,3,201403,"BEL","Belgium","UKR","Ukraine",15736222.962,"Group_2",0,0,1,202203,44.7762569703673,0.0729052222031831,-86,10,-2,0.015736222962,-4.15179002908371,3.80167802059276,0,0,1,39,"Russian Federation",-0.0945466080393328,"Belgium",0.00481405110920006
"91",91,2014,3,201403,"BRA","Brazil","UKR","Ukraine",4837159,"Group_0",1,0,0,0,198.595767241256,0.23448004757537,-86,1000,1000,0.004837159,-5.33142771406691,5.29127143839933,0,0,0,51,"Russian Federation",0.508840752758623,"Brazil",0.603952491914072
"92",92,2014,3,201403,"CAN","Canada","UKR","Ukraine",5096586.08,"Group_2",0,0,1,202203,140.21902190219,0.111983550211166,-86,10,-2,0.00509658608,-5.27918435947588,4.94320564230299,0,0,1,63,"Russian Federation",0.684544671995086,"Canada",0.00918203041396342
"93",93,2014,3,201403,"CHL","Chile","UKR","Ukraine",498017.618,"Group_0",1,0,0,0,21.3242804114272,56.7715475098527,-86,1000,1000,0.000498017618,-7.60487510405535,3.05984634891285,0,0,0,75,"Russian Federation",0.623878589736241,"Chile",2.4535086610895
"94",94,2014,3,201403,"COL","Colombia","UKR","Ukraine",3094695.6,"Group_0",1,0,0,0,30.524867787927,203.312263761075,-86,1000,1000,0.0030946956,-5.77806572986341,3.41854168871555,0,0,0,87,"Russian Federation",-0.189372738546966,"Colombia",10.8499159162377
"95",95,2014,3,201403,"CZE","Czechia","UKR","Ukraine",122458748,"Group_1",0,1,0,202105,16.9088513932982,1.99702653939583,-86,0,-2,0.122458748,-2.09998105673112,2.82783723590204,0,0,1,99,"Russian Federation",-0.0177383575093087,"Czechia",0.131550259285966
"96",96,2014,3,201403,"DNK","Denmark","UKR","Ukraine",14543268.474,"Group_2",0,0,1,202203,29.6851268753473,0.544193688199897,-86,10,-2,0.014543268474,-4.23062704025422,3.39064614176933,0,0,1,111,"Russian Federation",0.122852322489862,"Denmark",0.035919617409368
"97",97,2014,3,201403,"FIN","Finland","UKR","Ukraine",6781124.325,"Group_2",0,0,1,202203,22.7337665330199,0.0729052222031831,-86,10,-2,0.006781124325,-4.99361236113203,3.12385133170444,0,0,1,135,"Russian Federation",0.362716712213568,"Finland",0.00482464838000278
"98",98,2014,3,201403,"FRA","France","UKR","Ukraine",79633554.74,"Group_2",0,0,1,202203,242.932854048573,0.0729052222031831,-86,10,-2,0.07963355474,-2.53031973299585,5.49278508436916,0,0,1,147,"Russian Federation",0.123267436356564,"France",0.00482705685063976
