"","X.x","refYear","refMonth","period","reporterISO","reporterDesc","partnerISO","partnerDesc","primaryValue","Group","Group_0","Group_1","Group_2","Time_Treated","GDP","EXR","TimeIndex","Time_TreatmentIndex","Time_TreatmentIndex_1","trade","Ltrade","LGDP","After1","After2","UCL","X.y","ReporterDesc","CA","Country","REXR"
"20",20,2014,1,201401,"ITA","Italy","UKR","Ukraine",127185878.715,"Group_2",0,0,1,202203,154.091516983856,0.0879397285869995,-88,10,-2,0.127185878715,-2.0621056506304,5.03754669203637,0,0,1,239,"Russian Federation",-0.440252881629502,"Italy",0.00525180957321792
"21",21,2014,1,201401,"JPN","Japan","UKR","Ukraine",34652581.065,"Group_2",0,0,1,202203,396.900754401785,12.4442501407371,-88,10,-2,0.034652581065,-3.36238306651005,5.98368626052237,0,0,1,251,"Russian Federation",-0.241156351783044,"Japan",0.720542700559555
"22",22,2014,1,201401,"KOR","Rep. of Korea","UKR","Ukraine",1452007,"Group_2",0,0,1,202203,108.879041606032,127.76195666495,-88,10,-2,0.001452007,-6.53480854165451,4.69023755600866,0,0,1,380,"Russian Federation",0.186110356405429,"South Korea",7.26052107700684
"23",23,2014,1,201401,"LUX","Luxembourg","UKR","Ukraine",3240109.155,"Group_2",0,0,1,202203,5.28124450004653,0.0879397285869995,-88,10,-2,0.003240109155,-5.73214825993057,1.6641617707115,0,0,1,263,"Russian Federation",0.163738693522977,"Luxembourg",0.00526940446823479
"24",24,2014,1,201401,"MYS","Malaysia","UKR","Ukraine",20404579.657,"Group_0",1,0,0,0,25.3087853021898,0.395489226125597,-88,1000,1000,0.020404579657,-3.89199591033655,3.23115158060367,0,0,0,275,"Russian Federation",-0.288332028063238,"Malaysia",0.0262521093848958
"25",25,2014,1,201401,"MEX","Mexico","UKR","Ukraine",874769,"Group_0",1,0,0,0,96.4838336448363,1.58171735198649,-88,1000,1000,0.000874769,-7.04155070646079,4.56937546731421,0,0,0,287,"Russian Federation",-0.484707890287641,"Mexico",0.0810534232808452
"26",26,2014,1,201401,"NLD","Netherlands","UKR","Ukraine",95698366.584,"Group_2",0,0,1,202203,64.764033078752,0.0879397285869995,-88,10,-2,0.095698366584,-2.34655404875666,4.1707504041827,0,0,1,299,"Russian Federation",0.14870048625977,"Netherlands",0.00525074321594417
"27",27,2014,1,201401,"NZL","New Zealand","UKR","Ukraine",1988547.845,"Group_2",0,0,1,202203,16.3938492063492,0.1448813616165,-88,10,-2,0.001988547845,-6.2203506327561,2.79690621608857,0,0,1,311,"Russian Federation",0.411892976118097,"New Zealand",0.00160577698640087
"28",28,2014,1,201401,"NOR","Norway","UKR","Ukraine",23527639.093,"Group_2",0,0,1,202203,43.8142500715705,0.737426487321683,-88,10,-2,0.023527639093,-3.74957941731596,3.77995910856927,0,0,1,323,"Russian Federation",0.685877698441373,"Norway",0.0432347374488889
"29",29,2014,1,201401,"PHL","Philippines","UKR","Ukraine",85723,"Group_0",1,0,0,0,15.0429876641835,5.38761992597827,-88,1000,1000,8.5723e-05,-9.36438939030448,2.71091194667836,0,0,0,335,"Russian Federation",-0.632241626606519,"Philippines",0.449799025131881
"30",30,2014,1,201401,"POL","Poland","UKR","Ukraine",320421601,"Group_2",0,0,1,202203,37.9417640848728,0.367257962126747,-88,10,-2,0.320421601,-1.13811764720905,3.6360524601279,0,0,1,347,"Russian Federation",-0.121327936568785,"Poland",0.0224449876747065
"31",31,2014,1,201401,"PRT","Portugal","UKR","Ukraine",2039340.093,"Group_2",0,0,1,202203,17.2679762301118,0.0879397285869995,-88,10,-2,0.002039340093,-6.19512900728172,2.84885370116413,0,0,1,359,"Russian Federation",-0.229168277624892,"Portugal",0.00524914368003354
"32",32,2014,1,201401,"QAT","Qatar","UKR","Ukraine",1627346.411,"Group_0",1,0,0,0,18.954249030809,0.436141288073878,-88,1000,1000,0.001627346411,-6.42080455945614,2.94202812965585,0,0,0,371,"Russian Federation",0.557859530550043,"Qatar",0.0246794317722242
"33",33,2014,1,201401,"ROU","Romania","UKR","Ukraine",109813471.72,"Group_2",0,0,1,202203,11.999701638966,0.39781288552983,-88,10,-2,0.10981347172,-2.20897206417244,2.4848817860594,0,0,1,392,"Russian Federation",-0.140753869225625,"Romania",0.0241097503155816
"34",34,2014,1,201401,"IND","India","UKR","Ukraine",49649653.029,"Group_0",1,0,0,0,186.043182335139,7.43169758890393,-88,1000,1000,0.049649653029,-3.00276387685374,5.22597880985967,0,0,0,193,"Russian Federation",-0.493948984594422,"India",0.511863284945362
"35",35,2014,1,201401,"SGP","Singapore","UKR","Ukraine",3248921.034,"Group_2",0,0,1,202203,24.8756117534279,0.15240331061577,-88,10,-2,0.003248921034,-5.72943232729968,3.21388787584488,0,0,1,404,"Russian Federation",0.0482439230499593,"Singapore",0.00919456714875646
"36",36,2014,1,201401,"ZAF","South Africa","UKR","Ukraine",527599.542,"Group_0",1,0,0,0,27.067992507541,1.30013534717148,-88,1000,1000,0.000527599542,-7.54717300520337,3.29835194156859,0,0,0,416,"Russian Federation",0.533591870756255,"South Africa",0.0670819602476562
"37",37,2014,1,201401,"ESP","Spain","UKR","Ukraine",40999919.87,"Group_2",0,0,1,202203,95.7244132355364,0.0879397285869995,-88,10,-2,0.04099991987,-3.19418516666998,4.56147336765574,0,0,1,428,"Russian Federation",0.0284013635291706,"Spain",0.00530459425826853
"38",38,2014,1,201401,"SWE","Sweden","UKR","Ukraine",23725855.868,"Group_2",0,0,1,202203,33.7219939511498,0.776593323671382,-88,10,-2,0.023725855868,-3.74118986061627,3.51815026398177,0,0,1,440,"Russian Federation",0.167079345562265,"Sweden",0.0463079585602757
"39",39,2014,1,201401,"CHE","Switzerland","UKR","Ukraine",82219752.89,"Group_2",0,0,1,202203,56.954932941945,0.108205871432165,-88,10,-2,0.08221975289,-2.49835970299004,4.04226030496456,0,0,1,452,"Russian Federation",-0.0744108769552877,"Switzerland",0.00658020432163522
"40",40,2014,1,201401,"THA","Thailand","UKR","Ukraine",8435206.104,"Group_0",1,0,0,0,34.5004249423936,3.94332187473799,-88,1000,1000,0.008435206104,-4.77534112890216,3.54097164113229,0,0,0,464,"Russian Federation",-0.199634344965099,"Thailand",0.23944225871946
"41",41,2014,1,201401,"TUR","Türkiye","UKR","Ukraine",176953286,"Group_0",1,0,0,0,72.4477563427244,0.265987136029896,-88,1000,1000,0.176953286,-1.73186950214551,4.28286569993277,0,0,0,NA,NA,0,"Turkey",0.0144592906251842
"42",42,2014,1,201401,"EGY","Egypt","UKR","Ukraine",7203314.49,"Group_0",1,0,0,0,32.9210423600931,0.833978128855298,-88,1000,1000,0.00720331449,-4.93321401305343,3.49411203873691,0,0,0,121,"Russian Federation",0.38561599104825,"Egypt",NA
"43",43,2014,1,201401,"GBR","United Kingdom","UKR","Ukraine",57675677.481,"Group_2",0,0,1,202203,253.687104585286,0.0727520990789206,-88,10,-2,0.057675677481,-2.85291972846335,5.53610163592941,0,0,1,500,"Russian Federation",0.24803689547232,"United Kingdom",0.00436685068097856
"44",44,2014,1,201401,"USA","USA","UKR","Ukraine",140024563,"Group_1",0,1,0,202105,1411.94806584362,0.119776257950149,-88,0,-2,0.140024563,-1.96593742176238,7.25272563681276,0,0,1,488,"Russian Federation",0.0973056173955641,"USA",0.0169870626563924
"45",45,2014,2,201402,"ARG","Argentina","UKR","Ukraine",3228137.16,"Group_0",1,0,0,0,34.7689276828789,0.898526705604005,-87,1000,1000,0.00322813716,-5.73585003877082,3.54872410524736,0,0,0,2,"Russian Federation",0.319529130234251,"Argentina",0.0541867360630389
"46",46,2014,2,201402,"AUS","Australia","UKR","Ukraine",962343.169,"Group_2",0,0,1,202203,110.610646488782,0.127555977186225,-87,10,-2,0.000962343169,-6.94613944637741,4.70601634565598,0,0,1,14,"Russian Federation",0.65576574695928,"Australia",0.00810780747566616
"47",47,2014,2,201402,"AUT","Austria","UKR","Ukraine",71928398.295,"Group_2",0,0,1,202203,34.250757306199,0.0836771782240459,-87,10,-2,0.071928398295,-2.63208412290258,3.53370867559368,0,0,1,26,"Russian Federation",0.148076323059569,"Austria",0.00496046679438911
"48",48,2014,2,201402,"BEL","Belgium","UKR","Ukraine",50308173.865,"Group_2",0,0,1,202203,41.583066470377,0.0836771782240459,-87,10,-2,0.050308173865,-2.98958771279223,3.72769302839688,0,0,1,38,"Russian Federation",-0.125224365590402,"Belgium",0.00504473922110965
"49",49,2014,2,201402,"BRA","Brazil","UKR","Ukraine",15843318,"Group_0",1,0,0,0,192.305573783634,0.272233715467877,-87,1000,1000,0.015843318,-4.1450074448346,5.25908563700897,0,0,0,50,"Russian Federation",0.30415654656369,"Brazil",0.6341772127957
"50",50,2014,2,201402,"CAN","Canada","UKR","Ukraine",12857632.289,"Group_2",0,0,1,202203,142.772335971605,0.126367283492016,-87,10,-2,0.012857632289,-4.35381769150949,4.9612513054492,0,0,1,62,"Russian Federation",0.663680189412661,"Canada",0.0093811202964758
"51",51,2014,2,201402,"CHL","Chile","UKR","Ukraine",997912.17,"Group_0",1,0,0,0,20.5782217350834,63.310351921912,-87,1000,1000,0.00099791217,-6.90984529153759,3.02423331924222,0,0,0,74,"Russian Federation",0.571837669354353,"Chile",2.47674119718954
"52",52,2014,2,201402,"COL","Colombia","UKR","Ukraine",451064.62,"Group_0",1,0,0,0,31.174960692481,233.109302671132,-87,1000,1000,0.00045106462,-7.70389994712897,3.43961523069862,0,0,0,86,"Russian Federation",0.478304315040901,"Colombia",11.3096107082006
"53",53,2014,2,201402,"CZE","Czechia","UKR","Ukraine",91651266,"Group_1",0,1,0,202105,15.7636371877254,2.29654478746385,-87,0,-2,0.091651266,-2.38976449137121,2.75770584382592,0,0,1,98,"Russian Federation",-0.0724274075683393,"Czechia",0.137941918050074
"54",54,2014,2,201402,"DNK","Denmark","UKR","Ukraine",21785183.677,"Group_2",0,0,1,202203,28.4254344038345,0.624407081871278,-87,10,-2,0.021785183677,-3.82652518809643,3.34728432197662,0,0,1,110,"Russian Federation",-0.229905923545825,"Denmark",0.0375803104873438
"55",55,2014,2,201402,"FIN","Finland","UKR","Ukraine",24948248.121,"Group_2",0,0,1,202203,21.1614595366057,0.0836771782240459,-87,10,-2,0.024948248121,-3.69095167484102,3.05218158082145,0,0,1,134,"Russian Federation",0.278151075770895,"Finland",0.00504171146925143
"56",56,2014,2,201402,"FRA","France","UKR","Ukraine",107916814.922,"Group_2",0,0,1,202203,233.274480144215,0.0836771782240459,-87,10,-2,0.107916814922,-2.22639458084285,5.45221578660711,0,0,1,146,"Russian Federation",0.162863816015071,"France",0.00503111433774765
"57",57,2014,2,201402,"DEU","Germany","UKR","Ukraine",451039257.525,"Group_2",0,0,1,202203,339.539730961668,0.0836771782240459,-87,10,-2,0.451039257525,-0.796200897757722,5.82759096802094,0,0,1,158,"Russian Federation",0.0165475754564184,"Germany",0.00500588307226245
"58",58,2014,2,201402,"GRC","Greece","UKR","Ukraine",17774687.218,"Group_2",0,0,1,202203,18.3771471998642,0.0836771782240459,-87,10,-2,0.017774687218,-4.02997990018465,2.91110789268633,0,0,1,170,"Russian Federation",0.332618457660192,"Greece",0.00505230860075521
"59",59,2014,2,201402,"HUN","Hungary","UKR","Ukraine",180907179,"Group_2",0,0,1,202203,9.86762700613065,25.9383136551188,-87,10,-2,0.180907179,-1.70977120245952,2.28925939962791,0,0,1,NA,NA,0,"Hungary",1.5643976950701
"60",60,2014,2,201402,"ISL","Iceland","UKR","Ukraine",1137954.655,"Group_2",0,0,1,202203,1.40058358984003,13.0711730349407,-87,10,-2,0.001137954655,-6.77852279029332,0.336888999649172,0,0,1,182,"Russian Federation",-0.275659099507561,"Iceland",0.782518454053143
"61",61,2014,2,201402,"IDN","Indonesia","UKR","Ukraine",43176322,"Group_0",1,0,0,0,69.9301743435949,1364.93889657222,-87,1000,1000,0.043176322,-3.14246303584665,4.24749723482857,0,0,0,206,"Russian Federation",-0.282906682377925,"Indonesia",91.5993368502438
"62",62,2014,2,201402,"IRL","Ireland","UKR","Ukraine",2504291.598,"Group_2",0,0,1,202203,21.6356015138817,0.0836771782240459,-87,10,-2,0.002504291598,-5.989749379649,3.07434017610439,0,0,1,216,"Russian Federation",-0.191097524577913,"Ireland",0.00503111433774765
"63",63,2014,2,201402,"ISR","Israel","UKR","Ukraine",12234000,"Group_0",1,0,0,0,25.5158898631196,0.401835617377787,-87,1000,1000,0.012234,-4.40353631816176,3.23930138998536,0,0,0,228,"Russian Federation",0.231432282370963,"Israel",0.0227307240382968
"64",64,2014,2,201402,"ITA","Italy","UKR","Ukraine",161940300.37,"Group_2",0,0,1,202203,167.045193290848,0.0836771782240459,-87,10,-2,0.16194030037,-1.82052752790312,5.11826439431424,0,0,1,240,"Russian Federation",-0.329267197459713,"Italy",0.00495037428819503
"65",65,2014,2,201402,"JPN","Japan","UKR","Ukraine",73092249.876,"Group_2",0,0,1,202203,414.009994933696,11.6760352493399,-87,10,-2,0.073092249876,-2.61603293869516,6.02589011588582,0,0,1,252,"Russian Federation",-0.199205583123576,"Japan",0.672451197873094
"66",66,2014,2,201402,"KOR","Rep. of Korea","UKR","Ukraine",1076319,"Group_2",0,0,1,202203,112.902823891368,122.486667200055,-87,10,-2,0.001076319,-6.83420839277913,4.72652748316671,0,0,1,381,"Russian Federation",0.32610784325948,"South Korea",6.94202640272961
"67",67,2014,2,201402,"LUX","Luxembourg","UKR","Ukraine",2522993.42,"Group_2",0,0,1,202203,5.51876528594949,0.0836771782240459,-87,10,-2,0.00252299342,-5.98230921733296,1.70815415518727,0,0,1,264,"Russian Federation",0.202845845558831,"Luxembourg",0.00504675772234847
"68",68,2014,2,201402,"MYS","Malaysia","UKR","Ukraine",8221725.219,"Group_0",1,0,0,0,25.58420007616,0.378461784640706,-87,1000,1000,0.008221725219,-4.80097521127898,3.24197497642375,0,0,0,276,"Russian Federation",-0.0580169532760693,"Malaysia",0.0250561296255303
"69",69,2014,2,201402,"MEX","Mexico","UKR","Ukraine",1648573,"Group_0",1,0,0,0,101.39501239659,1.51886479752203,-87,1000,1000,0.001648573,-6.40784521375171,4.61902390253699,0,0,0,288,"Russian Federation",-0.365270275790748,"Mexico",0.0776130458599731
"70",70,2014,2,201402,"NLD","Netherlands","UKR","Ukraine",120848718.232,"Group_2",0,0,1,202203,71.5130328616647,0.0836771782240459,-87,10,-2,0.120848718232,-2.11321577816113,4.2698797108749,0,0,1,300,"Russian Federation",0.0677313351372578,"Netherlands",0.0049993229432363
"71",71,2014,2,201402,"NZL","New Zealand","UKR","Ukraine",1033129.667,"Group_2",0,0,1,202203,16.4427018138085,0.137979906504669,-87,10,-2,0.001033129667,-6.87516257203682,2.79988172003068,0,0,1,312,"Russian Federation",0.213804558062014,"New Zealand",0.00160577698640087
"72",72,2014,2,201402,"NOR","Norway","UKR","Ukraine",13359870.541,"Group_2",0,0,1,202203,43.9366071450768,0.700060577659416,-87,10,-2,0.013359870541,-4.3154998009655,3.78274784834197,0,0,1,324,"Russian Federation",0.74984662250103,"Norway",0.0410358930711914
"73",73,2014,2,201402,"PHL","Philippines","UKR","Ukraine",373959,"Group_0",1,0,0,0,18.9386966285374,5.1282989107451,-87,1000,1000,0.000373959,-7.89136439222752,2.9412072695789,0,0,0,336,"Russian Federation",-0.796349085378817,"Philippines",0.426171644985705
"74",74,2014,2,201402,"POL","Poland","UKR","Ukraine",346561573,"Group_2",0,0,1,202203,41.0537144269601,0.349373078373776,-87,10,-2,0.346561573,-1.05969477628323,3.7148813172363,0,0,1,348,"Russian Federation",-0.0101548348294036,"Poland",0.0212589889062885
"75",75,2014,2,201402,"PRT","Portugal","UKR","Ukraine",1925727.986,"Group_2",0,0,1,202203,18.0758548467877,0.0836771782240459,-87,10,-2,0.001925727986,-6.2524512081869,2.89457706135457,0,0,1,360,"Russian Federation",-0.201621958415607,"Portugal",0.00495542054129207
"76",76,2014,2,201402,"QAT","Qatar","UKR","Ukraine",1173536.45,"Group_0",1,0,0,0,18.1207490921131,0.416214239178887,-87,1000,1000,0.00117353645,-6.74773348222673,2.89705764038468,0,0,0,372,"Russian Federation",0.130171291779992,"Qatar",0.0235645394561821
"77",77,2014,2,201402,"ROU","Romania","UKR","Ukraine",104578816.94,"Group_2",0,0,1,202203,12.489560519455,0.375878661805214,-87,10,-2,0.10457881694,-2.25781426277419,2.52489313692555,0,0,1,393,"Russian Federation",-0.146030339978163,"Romania",0.0227743545174372
"78",78,2014,2,201402,"IND","India","UKR","Ukraine",42563148.51,"Group_0",1,0,0,0,172.836539322198,7.10727960590232,-87,1000,1000,0.04256314851,-3.1567664585365,5.15234628842749,0,0,0,194,"Russian Federation",-0.390919711607488,"India",0.486904440396131
"79",79,2014,2,201402,"SGP","Singapore","UKR","Ukraine",1517082.357,"Group_2",0,0,1,202203,25.3486633070197,0.14473488701695,-87,10,-2,0.001517082357,-6.49096629070241,3.23272599914082,0,0,1,405,"Russian Federation",-0.0425233869919149,"Singapore",0.00868337321957217
"80",80,2014,2,201402,"ZAF","South Africa","UKR","Ukraine",653064.702,"Group_0",1,0,0,0,28.1849042995327,1.25290601318993,-87,1000,1000,0.000653064702,-7.33383434936971,3.3387865260881,0,0,0,417,"Russian Federation",0.598044656664442,"South Africa",0.0649798863423613
"81",81,2014,2,201402,"ESP","Spain","UKR","Ukraine",37892779.456,"Group_2",0,0,1,202203,106.282620096762,0.0836771782240459,-87,10,-2,0.037892779456,-3.272994700717,4.66610177336119,0,0,1,429,"Russian Federation",0.136601274964392,"Spain",0.00501395707721772
"82",82,2014,2,201402,"SWE","Sweden","UKR","Ukraine",18401404.44,"Group_2",0,0,1,202203,42.0866618252239,0.74224777405676,-87,10,-2,0.01840140444,-3.99532828901918,3.73973086923629,0,0,1,441,"Russian Federation",0.24528345618102,"Sweden",0.0442608106746528
"83",83,2014,2,201402,"CHE","Switzerland","UKR","Ukraine",73467305.301,"Group_2",0,0,1,202203,59.3245635108007,0.102204798207816,-87,10,-2,0.073467305301,-2.61091479756444,4.08302344470185,0,0,1,453,"Russian Federation",-0.115376461133236,"Switzerland",0.00618207430396144
"84",84,2014,2,201402,"THA","Thailand","UKR","Ukraine",14382897.333,"Group_0",1,0,0,0,34.3521037492741,3.72940073836166,-87,1000,1000,0.014382897333,-4.24171546346554,3.53666326131334,0,0,0,465,"Russian Federation",-0.53486516654919,"Thailand",0.225783140363218
"85",85,2014,2,201402,"TUR","Türkiye","UKR","Ukraine",171827340,"Group_0",1,0,0,0,69.5877508210892,0.252483112548719,-87,1000,1000,0.17182734,-1.76126514356,4.24258855790175,0,0,0,NA,NA,0,"Turkey",0.013718894898667
"86",86,2014,2,201402,"EGY","Egypt","UKR","Ukraine",3997900.628,"Group_0",1,0,0,0,27.565120423893,0.795979014984398,-87,1000,1000,0.003997900628,-5.52198589864054,3.31655122075668,0,0,0,122,"Russian Federation",0.40233347193561,"Egypt",NA
"87",87,2014,2,201402,"GBR","United Kingdom","UKR","Ukraine",49001001.842,"Group_2",0,0,1,202203,253.370764308897,0.0690128127464539,-87,10,-2,0.049001001842,-3.01591453532542,5.53485388754865,0,0,1,501,"Russian Federation",0.142856716085462,"United Kingdom",0.0041410913562246
"88",88,2014,2,201402,"USA","USA","UKR","Ukraine",146248258,"Group_1",0,1,0,202105,1414.32563786008,0.114297470596976,-87,0,-2,0.146248258,-1.92244970405222,7.2544081154589,0,0,1,489,"Russian Federation",0.151571983803844,"USA",0.0161830945004215
"89",89,2014,3,201403,"ARG","Argentina","UKR","Ukraine",1811038.19,"Group_0",1,0,0,0,41.1939130873669,0.7988227111913,-86,1000,1000,0.00181103819,-6.31385501250641,3.71829050484287,0,0,0,3,"Russian Federation",0.139118749087244,"Argentina",0.0527792381922066
"90",90,2014,3,201403,"AUS","Australia","UKR","Ukraine",2384471.073,"Group_2",0,0,1,202203,117.055459744032,0.111046154156293,-86,10,-2,0.002384471073,-6.038777951564,4.76264783739444,0,0,1,15,"Russian Federation",0.595397472517125,"Australia",0.00773315734606535
"91",91,2014,3,201403,"AUT","Austria","UKR","Ukraine",87100427.434,"Group_2",0,0,1,202203,36.3979906908153,0.0729052222031831,-86,10,-2,0.087100427434,-2.44069348774192,3.5945135723173,0,0,1,27,"Russian Federation",0.288755383938182,"Austria",0.00477936913202751
"92",92,2014,3,201403,"BEL","Belgium","UKR","Ukraine",41688954.852,"Group_2",0,0,1,202203,44.7762569703673,0.0729052222031831,-86,10,-2,0.041688954852,-3.17751905691675,3.80167802059276,0,0,1,39,"Russian Federation",-0.0945466080393328,"Belgium",0.00481405110920006
"93",93,2014,3,201403,"BRA","Brazil","UKR","Ukraine",14999865,"Group_0",1,0,0,0,198.595767241256,0.23448004757537,-86,1000,1000,0.014999865,-4.19971407792043,5.29127143839933,0,0,0,51,"Russian Federation",0.508840752758623,"Brazil",0.603952491914072
"94",94,2014,3,201403,"CAN","Canada","UKR","Ukraine",9741118.11,"Group_2",0,0,1,202203,140.21902190219,0.111983550211166,-86,10,-2,0.00974111811,-4.63139937222833,4.94320564230299,0,0,1,63,"Russian Federation",0.684544671995086,"Canada",0.00918203041396342
"95",95,2014,3,201403,"CHL","Chile","UKR","Ukraine",2480947.04,"Group_0",1,0,0,0,21.3242804114272,56.7715475098527,-86,1000,1000,0.00248094704,-5.99911492073167,3.05984634891285,0,0,0,75,"Russian Federation",0.623878589736241,"Chile",2.4535086610895
"96",96,2014,3,201403,"COL","Colombia","UKR","Ukraine",898904.19,"Group_0",1,0,0,0,30.524867787927,203.312263761075,-86,1000,1000,0.00089890419,-7.01433410314314,3.41854168871555,0,0,0,87,"Russian Federation",-0.189372738546966,"Colombia",10.8499159162377
"97",97,2014,3,201403,"CZE","Czechia","UKR","Ukraine",87568626,"Group_1",0,1,0,202105,16.9088513932982,1.99702653939583,-86,0,-2,0.087568626,-2.435332495876,2.82783723590204,0,0,1,99,"Russian Federation",-0.0177383575093087,"Czechia",0.131550259285966
"98",98,2014,3,201403,"DNK","Denmark","UKR","Ukraine",19606258.881,"Group_2",0,0,1,202203,29.6851268753473,0.544193688199897,-86,10,-2,0.019606258881,-3.93190643305758,3.39064614176933,0,0,1,111,"Russian Federation",0.122852322489862,"Denmark",0.035919617409368
